company,description,country,city,found_date,size_min,size_max
idaco,"IDACO Pioneer in manufacturing System. We are specialized with our developed systems ASC , H-Tester & Fuse Tester with latest version of software CATIA V5-R 18 & CAP – H / Mentor Graphic. We have strong research & development department innovate and enhancing new Systems & products, we are proud to have granted & pending patents in Europe, USA & Middle East Our geographical location privileges to support our global client’s best quality & price, we supply to the biggest car manufacture ... See More",Egypt,Cairo,2022-01-01,,
WSC,"Wataniya Solutions Company for Communications and Information Technology, a leading company in the field of information systems and service provision, a national company for communications and information technology ",Egypt,Giza,1986-01-01,1000,
Al Ahly capital holding - Al Ahly Tamkeen,"Al-Ahly Capital for Microfinance  “Al-Ahly Tamkeen” is a company specialized in providing financial services for micro enterprises, operating throughout the Arab Republic of Egypt, and seeking to occupy its place at the forefront of this type of companies in Egypt. ",Egypt,Giza,,,
Farah Experiences LLC,,Egypt,Cairo,2020-01-01,,
Stantec,,United Arab Emirates,Dubai,,,
Amazon MENA,,United Arab Emirates,Abu Dhabi,,,
Air Products (Middle East) FZE,,United Arab Emirates,Dubai,,,
YOUXEl Technology,"Welcome To YOUXEL Mobility World! YOUXEL.. 

a dynamic, fast-moving company focusing on the Mobility Industry and the Internet of Things. We have helped most of the huge enterprises with big entities in the Middle East and Gulf Area to have top-of-the-line mobility strategies and execute them. Part of executing our clients' mobility strategies is to make sure that all mobility platforms are up to high-quality standards; HPE, Microsoft, IBM, SAP, Micro Focus, and Kony are our multinatio ... See More",Saudi Arabia,Riyadh,,,
TechJump,Startup company located at Alexandria. Specialized in Artificial Intelligence and Machine Learning Applications. ,Egypt,,,,
ITSS,"ITSS is a fresh but a strong addition to the Egyptian software market. We target both local and foreign clients, through providing software as a service(SaaS) offering a quality service for cloud computing   
Tired from running multi-systems software! A system for accounting another system for customer support, inventory, HR, payroll, … etc, 
Transform your organization for a ready business firm by using Odoo, one of the most powerful ERP solutions in the international market. and get  ... See More",Egypt,Alexandria,2019-01-01,,
Robiquity,"Robiquity is the leading consulting, training and system integration partner for global organizations on the inevitable journey to adopt Intelligent Process Automation.

Virtual workers and Artificial Intelligence is the future of work! EVERY SIGNIFICANT BUSINESS, will be required to seamlessly combine the skills of its high valued human workforce with complimentary skills from their NEW digital workforce consisting of Robotic Process digital workers for mundane, high volume repetitive ... See More",Egypt,Cairo,2017-01-01,,
egabi solutions,"egabi is a globally aspired, yet regionally rooted organization incorporated in Egypt, with expertise in multitude of segments and specialization in a number of areas,possessing an extensive portfolio of products and services carried out by highly skilled professionals.

Founded in 1999, under the name of BSD (Banking Systems Development), with focus on the Banking Industry, BSD rapidly gained momentum as an IT Software firm with deep industry knowledge. The convergence of IT Technolog ... See More",Egypt,Cairo,2016-01-01,,
Tasnee,,Egypt,Cairo,1999-01-01,,
PwC - United Arab Emirates,,Saudi Arabia,Jubail,,,
Tenable,,United Arab Emirates,Abu Dhabi,,,
Sidra Medicine,,United Arab Emirates,Dubai,,,
ITMAM,,Qatar,Doha,,,
GHD,,United Arab Emirates,Abu Dhabi,,,
Splonline,,Qatar,Doha,,,
Erpplus5,"CloudSoft5.com is a Software house working in business and tailor made applications. Our main objective is to build applications to solve your problem, As we believe in “We do not sell we solve your problem”. CloudSoft5 is initiated & established by a pioneer software company Khalifa Computer Group – KCG & CSG. It has the accumulative experience in more than 30 years old in software industry since 1984. ",Saudi Arabia,Riyadh,,,
GetTechForce.com,"TechForce provides in-house developers for your company who work remotely from our offices in Krakow and Cairo. We help scale your startup by building a remote team of Pre Tested, top-notch developers for you. We also increase your runway by providing more efficient developers at a lower cost base. ",Egypt,Cairo,1984-01-01,,
John Wood Group PLC,,Malta,,,,
Itsecurityct,,Saudi Arabia,Riyadh,,,
"HealthPlan Services, Inc.",,Saudi Arabia,Riyadh,,,
LINK TSP,"LinkTSP is the Region’s most trusted digital commerce expert, empowering growth through 20+ years of experience in digital transformation mixed with best of breed technologies and practices. ",Saudi Arabia,Riyadh,,,
SPIE,,Egypt,Cairo,2001-01-01,,
Gulf Business Machines PND,,United Arab Emirates,Dubai,,,
OA- Mastercard,,Saudi Arabia,Riyadh,,,
Tazweed,,United Arab Emirates,Dubai,,,
Giza Arabia,,United Arab Emirates,Abu Dhabi,,,
Parker Connect,,Saudi Arabia,Riyadh,,,
Efada Technology,"In 2008 we started as a business unit of Value Added Services (VAS) Company before we turned out to be a separate entity in 2009 operating under the name of “VAS Solutions”. VAS is a market leader in one of the most dynamic areas of IT infrastructure.
DELLEMC, VMware, Milestone & Splunk partners ",United Arab Emirates,Dubai,,,
MFG,,Egypt,Cairo,2008-01-01,,
MedVAlley S.A.E,A Team of Experts with a promise to drive a change in Healthcare & Patient Experience in Egypt and the Region. ,Egypt,,,,
Trans World Trading,"Dandy Mega Mall, owned and managed by Trans World Trading, was designed by the renowned French Architect Daniel Poissonnet, and is currently one of the most established family-friendly commercial schemes and retail destinations in Greater Cairo. Dandy is strategically located in Giza district at KM 28 Cairo – Alex Desert Road, 20 minutes away from downtown Cairo, 10 minutes from the center of 6th of October City and Sheikh Zayed.  Next to Smart Village and a few kilometers away from Sp ... See More",Egypt,,,,
Enable,"enable is a contact center solution provider, servicing Egypt since 2009 as a business line within efinance. In 2020, enable was established as a subsidiary of efinance Investment Group (EFIG) to provide seamless business process outsourcing solutions to both local and international markets; committed to enabling clients full potential, enable offers a highly advanced IT infrastructure, Integrated telecommunications solutions and an exceptional talent pool. ",Egypt,Giza,,,
akkodis,,Egypt,Giza,2020-01-01,1000,
Pantera,,United Arab Emirates,Dubai,,,
Dedalus,,United Arab Emirates,Dubai,,,
Premier Services and Recruitment,"Premier Services & Recruitment is the first ISO (9001:2008) Certified Manpower Company in Egypt. Our specialty is to provide expert, reliable, and competent services by selecting qualified staff for employment in major companies throughout Egypt and the Middle East. ",Egypt,Cairo,,1000,
K Line Europe,"Welcome to K Line Europe GmbH, Europe's largest OEM clear aligner manufacturer. We are headquartered in Düsseldorf, Germany and have the capacity for manufacturing up to 6 million aligners per year. Our products are CE certified, FDA approved, ISO13485 compliant, and 100% MADE IN GERMANY! ",Egypt,Cairo,,,
